,reviewTimeInHours,asin,average_overall,median_overall
7504,2014-01-03-00,B0051WAJ5S,2.0,2.0
7505,2014-01-03-00,B007YWHIP2,4.0,4.0
7506,2014-01-03-00,B00A270KYM,4.0,4.0
7507,2014-01-03-00,B00BKXN9LS,5.0,5.0
7508,2014-01-04-00,B0002CZUTM,5.0,5.0
7509,2014-01-04-00,B0002CZW0Y,5.0,5.0
7510,2014-01-04-00,B0002D01IG,5.0,5.0
7511,2014-01-04-00,B0002D01KO,5.0,5.0
7512,2014-01-04-00,B0002GZTT4,5.0,5.0
7513,2014-01-04-00,B0002H0JZC,5.0,5.0
7514,2014-01-04-00,B0002IHFVM,5.0,5.0
7515,2014-01-04-00,B0002M6CVC,5.0,5.0
7516,2014-01-04-00,B000978D58,5.0,5.0
7517,2014-01-04-00,B000JRPYGE,5.0,5.0
7518,2014-01-04-00,B001D2TPZU,5.0,5.0
7519,2014-01-04-00,B002GYWBIM,5.0,5.0
7520,2014-01-04-00,B002PAW6EG,5.0,5.0
7521,2014-01-04-00,B002QQC1ZI,2.0,2.0
7522,2014-01-04-00,B0038MTH8S,4.0,4.0
7523,2014-01-04-00,B003B01QR2,5.0,5.0
7524,2014-01-04-00,B003VWJ2K8,5.0,5.0
7525,2014-01-04-00,B0044R1M0M,5.0,5.0
7526,2014-01-04-00,B005FKF3L6,5.0,5.0
7527,2014-01-04-00,B005OZE9SA,4.0,4.0
7528,2014-01-04-00,B00A716FB0,5.0,5.0
7529,2014-01-04-00,B00BL6JDUA,5.0,5.0
7530,2014-01-04-00,B00BU9KCXK,5.0,5.0
7531,2014-01-05-00,B0002CZVXM,5.0,5.0
7532,2014-01-05-00,B0002DUQ04,5.0,5.0
7533,2014-01-05-00,B0002E1G5C,4.0,4.0
7534,2014-01-05-00,B0002E1O7M,5.0,5.0
7535,2014-01-05-00,B0002E2GMY,4.0,4.0
7536,2014-01-05-00,B0002E2XCW,5.0,5.0
7537,2014-01-05-00,B0002E3CHC,3.0,3.0
7538,2014-01-05-00,B0002GLCRC,5.0,5.0
7539,2014-01-05-00,B0002GXZK4,5.0,5.0
7540,2014-01-05-00,B0002IHFVM,5.0,5.0
7541,2014-01-05-00,B0002OOMW6,4.0,4.0
7542,2014-01-05-00,B0002PBS6I,5.0,5.0
7543,2014-01-05-00,B0006NDF8A,5.0,5.0
7544,2014-01-05-00,B000B6DHB2,4.0,4.0
7545,2014-01-05-00,B000L6GD04,5.0,5.0
7546,2014-01-05-00,B000P5OUCE,5.0,5.0
7547,2014-01-05-00,B000RVYPQ2,4.0,4.0
7548,2014-01-05-00,B000RW2DUQ,4.0,4.0
7549,2014-01-05-00,B0010CAEFS,5.0,5.0
7550,2014-01-05-00,B0010CZ8GS,5.0,5.0
7551,2014-01-05-00,B0011WHG5S,3.0,3.0
7552,2014-01-05-00,B003B01QR2,4.0,4.0
7553,2014-01-05-00,B0043RZ9QQ,5.0,5.0
7554,2014-01-06-00,B000068NW5,4.0,4.0
7555,2014-01-06-00,B0002CZVHI,5.0,5.0
7556,2014-01-06-00,B0002E1G5C,5.0,5.0
7557,2014-01-06-00,B0002E3CHC,4.0,4.0
7558,2014-01-06-00,B0002E3DGC,4.0,4.0
7559,2014-01-06-00,B0002E3DNK,3.0,3.0
7560,2014-01-06-00,B0002GYW4C,5.0,5.0
7561,2014-01-06-00,B0002IHGZC,4.0,4.0
7562,2014-01-06-00,B000EELFI8,3.0,3.0
7563,2014-01-06-00,B000NJ2TIE,4.0,4.0
7564,2014-01-06-00,B000P5OUCE,5.0,5.0
7565,2014-01-06-00,B000PAPO9W,3.0,3.0
7566,2014-01-06-00,B000VTPQWW,4.0,4.0
7567,2014-01-06-00,B00191WVF6,4.0,4.0
7568,2014-01-06-00,B001G3TJXO,4.0,4.0
7569,2014-01-06-00,B001LJUVO4,4.5,4.5
7570,2014-01-06-00,B001RNOHHG,4.0,4.0
7571,2014-01-06-00,B002024UDE,4.0,4.0
7572,2014-01-06-00,B002EWV8NA,2.0,2.0
7573,2014-01-06-00,B002R2IUEW,4.0,4.0
7574,2014-01-06-00,B0033P1O6S,5.0,5.0
7575,2014-01-06-00,B004MNTIL8,5.0,5.0
7576,2014-01-06-00,B004N0MKN8,3.0,3.0
7577,2014-01-06-00,B004ZKY10Q,5.0,5.0
7578,2014-01-06-00,B0052S3WFU,5.0,5.0
7579,2014-01-06-00,B005VLWHP4,5.0,5.0
7580,2014-01-06-00,B009MDMQJ4,5.0,5.0
7581,2014-01-07-00,B0002D0CAI,4.0,4.0
7582,2014-01-07-00,B0002D0CIK,4.0,4.0
7583,2014-01-07-00,B0002E2KPC,4.0,4.0
7584,2014-01-07-00,B0002E2S36,4.0,4.0
7585,2014-01-07-00,B0002E2XCW,5.0,5.0
7586,2014-01-07-00,B0002E3B78,5.0,5.0
7587,2014-01-07-00,B0002H02IG,5.0,5.0
7588,2014-01-07-00,B0006GR4L6,3.0,3.0
7589,2014-01-07-00,B0007L8BQW,2.0,2.0
7590,2014-01-07-00,B0007NQH98,5.0,5.0
7591,2014-01-07-00,B000978D58,5.0,5.0
7592,2014-01-07-00,B000ARH3M6,4.0,4.0
7593,2014-01-07-00,B000B6FBA2,5.0,5.0
7594,2014-01-07-00,B000EEGAJW,3.0,3.0
7595,2014-01-07-00,B000EEHDIE,5.0,5.0
7596,2014-01-07-00,B000KIRT74,4.0,4.0
7597,2014-01-07-00,B0018TIADQ,2.0,2.0
7598,2014-01-07-00,B0019H6750,4.0,4.0
7599,2014-01-07-00,B005CX4GLE,4.0,4.0
7600,2014-01-07-00,B005H2007E,3.0,3.0
7601,2014-01-07-00,B00646MZHK,5.0,5.0
7602,2014-01-07-00,B00EQDITGO,1.0,1.0
7603,2014-01-08-00,B00004Y2UT,5.0,5.0
7604,2014-01-08-00,B00006LVEU,5.0,5.0
7605,2014-01-08-00,B0002CZUTM,5.0,5.0
7606,2014-01-08-00,B0002D01K4,5.0,5.0
7607,2014-01-08-00,B0002D05FU,5.0,5.0
7608,2014-01-08-00,B0002E1G5C,5.0,5.0
7609,2014-01-08-00,B0002E1H9W,5.0,5.0
7610,2014-01-08-00,B0002E1NNC,4.0,4.0
7611,2014-01-08-00,B0002E1NQE,5.0,5.0
7612,2014-01-08-00,B0002F6RSM,5.0,5.0
7613,2014-01-08-00,B0002F7K7Y,5.0,5.0
7614,2014-01-08-00,B0002GOJZO,5.0,5.0
7615,2014-01-08-00,B0002H0JZC,5.0,5.0
7616,2014-01-08-00,B0002M728Y,5.0,5.0
7617,2014-01-08-00,B0006NDF8A,3.0,3.0
7618,2014-01-08-00,B000N5YEDG,5.0,5.0
7619,2014-01-08-00,B0018SJLFS,5.0,5.0
7620,2014-01-08-00,B0018TAITA,4.0,4.0
7621,2014-01-08-00,B001FQ74FW,5.0,5.0
7622,2014-01-08-00,B002QKRUJG,4.0,4.0
7623,2014-01-08-00,B0038O9NLM,5.0,5.0
7624,2014-01-08-00,B003JJQMD8,5.0,5.0
7625,2014-01-08-00,B0042EZH6W,5.0,5.0
7626,2014-01-08-00,B005BSOVRY,1.0,1.0
7627,2014-01-08-00,B005CX4GLE,5.0,5.0
7628,2014-01-08-00,B005FKF1PY,5.0,5.0
7629,2014-01-08-00,B008BTTQI4,2.0,2.0
7630,2014-01-08-00,B00EQDITGO,5.0,5.0
7631,2014-01-09-00,B0002DV7U2,1.0,1.0
7632,2014-01-09-00,B0002GYW4C,5.0,5.0
7633,2014-01-09-00,B0002H0A3S,5.0,5.0
7634,2014-01-09-00,B000EEHN9S,5.0,5.0
7635,2014-01-09-00,B000L7MNUM,3.0,3.0
7636,2014-01-09-00,B003QTM9O2,1.0,1.0
7637,2014-01-09-00,B00646MZHK,4.0,4.0
7638,2014-01-10-00,B0000AQRSU,5.0,5.0
7639,2014-01-10-00,B0002D0CLC,5.0,5.0
7640,2014-01-10-00,B0002GOJZO,5.0,5.0
7641,2014-01-10-00,B0002H0A3S,4.5,4.5
7642,2014-01-10-00,B0009K9MUA,5.0,5.0
7643,2014-01-10-00,B000LFCXL8,5.0,5.0
7644,2014-01-10-00,B000LQLDM2,5.0,5.0
7645,2014-01-10-00,B000OY4WDI,4.0,4.0
7646,2014-01-10-00,B0018TAITA,5.0,5.0
7647,2014-01-10-00,B0018TIAA4,4.0,4.0
7648,2014-01-10-00,B0037ME50Y,5.0,5.0
7649,2014-01-10-00,B003CLIPHO,4.0,4.0
7650,2014-01-10-00,B003DVGVIS,5.0,5.0
7651,2014-01-10-00,B003JJQMD8,4.0,4.0
7652,2014-01-10-00,B003LTJ404,5.0,5.0
7653,2014-01-10-00,B003W47NII,2.0,2.0
7654,2014-01-10-00,B004ZKIHVU,5.0,5.0
7655,2014-01-10-00,B005A09I7Q,5.0,5.0
7656,2014-01-10-00,B005FKF1PY,4.0,4.0
7657,2014-01-10-00,B007PKR3SK,4.0,4.0
7658,2014-01-10-00,B00AZUAORE,5.0,5.0
7659,2014-01-10-00,B00BHJNC4E,5.0,5.0
7660,2014-01-10-00,B00CDA0IUC,3.0,3.0
7661,2014-01-11-00,B0002CZUUG,5.0,5.0
7662,2014-01-11-00,B0002D0PB4,5.0,5.0
7663,2014-01-11-00,B0002GLDQM,5.0,5.0
7664,2014-01-11-00,B0002KZE7C,1.0,1.0
7665,2014-01-11-00,B0002KZIVY,1.0,1.0
7666,2014-01-11-00,B000CZ0RHY,5.0,5.0
7667,2014-01-11-00,B000OY4WA6,5.0,5.0
7668,2014-01-11-00,B000VTPQWW,5.0,5.0
7669,2014-01-11-00,B001AS6OYC,5.0,5.0
7670,2014-01-11-00,B002ZH9JQC,5.0,5.0
7671,2014-01-11-00,B003LTJ404,4.0,4.0
7672,2014-01-11-00,B00CK2FOZM,5.0,5.0
7673,2014-01-12-00,B0002E2KPC,5.0,5.0
7674,2014-01-12-00,B0002E382Q,5.0,5.0
7675,2014-01-12-00,B0002E52RU,5.0,5.0
7676,2014-01-12-00,B0002GL7ZO,4.0,4.0
7677,2014-01-12-00,B0002H0H4A,4.0,4.0
7678,2014-01-12-00,B000A2HDXA,1.0,1.0
7679,2014-01-12-00,B000KITQKM,5.0,5.0
7680,2014-01-12-00,B000L6GD04,5.0,5.0
7681,2014-01-12-00,B000OY707S,5.0,5.0
7682,2014-01-12-00,B000PO30QM,5.0,5.0
7683,2014-01-12-00,B000RVYPQ2,5.0,5.0
7684,2014-01-12-00,B000U0DU34,5.0,5.0
7685,2014-01-12-00,B001AS6OYC,4.0,4.0
7686,2014-01-12-00,B001I8ITQA,5.0,5.0
7687,2014-01-12-00,B001PGXKC8,3.0,3.0
7688,2014-01-12-00,B002EWV8IU,5.0,5.0
7689,2014-01-12-00,B003HGFRO8,5.0,5.0
7690,2014-01-12-00,B003OG9NH8,4.0,4.0
7691,2014-01-12-00,B003VWJ2K8,5.0,5.0
7692,2014-01-12-00,B004XNK7AI,5.0,5.0
7693,2014-01-12-00,B005LYIW3W,5.0,5.0
7694,2014-01-12-00,B007Q27BH0,4.0,4.0
7695,2014-01-12-00,B007Q28BHE,4.0,4.0
7696,2014-01-12-00,B007T8CUNG,5.0,5.0
7697,2014-01-13-00,B000068NW5,5.0,5.0
7698,2014-01-13-00,B0002D0CGC,5.0,5.0
7699,2014-01-13-00,B0002D0L40,4.0,4.0
7700,2014-01-13-00,B0002E1G5C,5.0,5.0
7701,2014-01-13-00,B0002E1O2C,5.0,5.0
7702,2014-01-13-00,B0002E1O3G,5.0,5.0
7703,2014-01-13-00,B0002E2KPC,5.0,5.0
7704,2014-01-13-00,B0002E3DLM,2.0,2.0
7705,2014-01-13-00,B0007Y3XGW,5.0,5.0
7706,2014-01-13-00,B000A6ASSS,5.0,5.0
7707,2014-01-13-00,B0018TIADQ,5.0,5.0
7708,2014-01-13-00,B001PGXKC8,5.0,5.0
7709,2014-01-13-00,B0037MC786,4.0,4.0
7710,2014-01-13-00,B0037ME50Y,4.0,4.0
7711,2014-01-13-00,B003JJQMD8,4.0,4.0
7712,2014-01-13-00,B003VWJ2K8,4.0,4.0
7713,2014-01-13-00,B005E0CPNG,4.0,4.0
7714,2014-01-13-00,B00BL6IYW8,5.0,5.0
7715,2014-01-13-00,B00BTGMI5O,5.0,5.0
7716,2014-01-13-00,B00BU9KCXK,2.0,2.0
7717,2014-01-13-00,B00CDA0IUC,5.0,5.0
7718,2014-01-14-00,B0002CZSJO,5.0,5.0
7719,2014-01-14-00,B0002E1G5C,5.0,5.0
7720,2014-01-14-00,B0002GJ6FC,5.0,5.0
7721,2014-01-14-00,B0007NQH98,5.0,5.0
7722,2014-01-14-00,B000J5XS3C,5.0,5.0
7723,2014-01-14-00,B000KW2YEI,5.0,5.0
7724,2014-01-14-00,B000RYE5Y6,5.0,5.0
7725,2014-01-14-00,B001REJX1U,5.0,5.0
7726,2014-01-14-00,B003DVGVIS,5.0,5.0
7727,2014-01-14-00,B0053CUHMG,4.0,4.0
7728,2014-01-14-00,B0055V7UR0,5.0,5.0
7729,2014-01-14-00,B0079KQEOK,5.0,5.0
7730,2014-01-14-00,B00BL6IYW8,5.0,5.0
7731,2014-01-15-00,B0002D01KO,3.0,3.0
7732,2014-01-15-00,B0002E1NNM,5.0,5.0
7733,2014-01-15-00,B0002E2TTO,5.0,5.0
7734,2014-01-15-00,B0006NDF8A,5.0,5.0
7735,2014-01-15-00,B000KIPT30,5.0,5.0
7736,2014-01-15-00,B000L7MNUM,5.0,5.0
7737,2014-01-15-00,B000N5MK8M,5.0,5.0
7738,2014-01-15-00,B001JI2KHS,5.0,5.0
7739,2014-01-15-00,B002EWV8IU,5.0,5.0
7740,2014-01-15-00,B003VYBD58,5.0,5.0
7741,2014-01-15-00,B009MBT68U,5.0,5.0
7742,2014-01-15-00,B009S814U0,5.0,5.0
7743,2014-01-15-00,B00AZUAORE,5.0,5.0
7744,2014-01-15-00,B00FXKIG5I,5.0,5.0
7745,2014-01-16-00,B000068NW5,5.0,5.0
7746,2014-01-16-00,B0002E1G5C,5.0,5.0
7747,2014-01-16-00,B0002E1H9W,4.0,4.0
7748,2014-01-16-00,B0002F7K7Y,4.0,4.0
7749,2014-01-16-00,B0002GLDQM,5.0,5.0
7750,2014-01-16-00,B0002GYW4C,5.0,5.0
7751,2014-01-16-00,B0002OOMU8,3.0,3.0
7752,2014-01-16-00,B0002OOMW6,4.0,4.0
7753,2014-01-16-00,B0002Y6BJI,5.0,5.0
7754,2014-01-16-00,B00062GRXQ,3.0,3.0
7755,2014-01-16-00,B0006NDF8A,4.0,4.0
7756,2014-01-16-00,B000AKSUP2,5.0,5.0
7757,2014-01-16-00,B000FIZISQ,5.0,5.0
7758,2014-01-16-00,B000RKL8R2,5.0,5.0
7759,2014-01-16-00,B000UJCTVE,4.0,4.0
7760,2014-01-16-00,B000VJJQUU,1.0,1.0
7761,2014-01-16-00,B000VJZOLK,5.0,5.0
7762,2014-01-16-00,B003DVGVIS,5.0,5.0
7763,2014-01-16-00,B003VWJ2K8,1.0,1.0
7764,2014-01-16-00,B00466HM28,1.0,1.0
7765,2014-01-16-00,B005H2007E,5.0,5.0
7766,2014-01-16-00,B005PNXT6E,5.0,5.0
7767,2014-01-16-00,B00BL6IYW8,5.0,5.0
7768,2014-01-16-00,B00BL6JDUA,5.0,5.0
7769,2014-01-17-00,B0002D0CGW,5.0,5.0
7770,2014-01-17-00,B0002E1G5C,5.0,5.0
7771,2014-01-17-00,B000LAT0AK,5.0,5.0
7772,2014-01-17-00,B001GWCC4I,4.0,4.0
7773,2014-01-17-00,B003NJF1G8,5.0,5.0
7774,2014-01-17-00,B003WZ6VVM,3.0,3.0
7775,2014-01-17-00,B008GS3XLQ,3.0,3.0
7776,2014-01-17-00,B008GS9UNQ,5.0,5.0
7777,2014-01-18-00,B0002D0CGM,5.0,5.0
7778,2014-01-18-00,B0002E2GMY,4.0,4.0
7779,2014-01-18-00,B0002GOJZO,5.0,5.0
7780,2014-01-18-00,B0002H02IG,4.0,4.0
7781,2014-01-18-00,B0009FUUO2,5.0,5.0
7782,2014-01-18-00,B000EEL6J6,5.0,5.0
7783,2014-01-18-00,B000EELFI8,5.0,5.0
7784,2014-01-18-00,B000L6GD04,5.0,5.0
7785,2014-01-18-00,B000OR2QX8,4.0,4.0
7786,2014-01-18-00,B0018TIADQ,5.0,5.0
7787,2014-01-18-00,B002C741B8,2.0,2.0
7788,2014-01-18-00,B002NG7DEK,5.0,5.0
7789,2014-01-18-00,B003VWJ2K8,3.0,3.0
7790,2014-01-19-00,B00004Y2UT,5.0,5.0
7791,2014-01-19-00,B0002CZVK0,5.0,5.0
7792,2014-01-19-00,B0002CZVXM,5.0,5.0
7793,2014-01-19-00,B0002CZVZK,3.0,3.0
7794,2014-01-19-00,B0002D0CEO,5.0,5.0
7795,2014-01-19-00,B0002D0Q2W,4.0,4.0
7796,2014-01-19-00,B0002E3830,5.0,5.0
7797,2014-01-19-00,B0002E51ZS,4.0,4.0
7798,2014-01-19-00,B0002F7K7Y,5.0,5.0
7799,2014-01-19-00,B0002GMGYA,5.0,5.0
7800,2014-01-19-00,B0002H0H4A,4.0,4.0
7801,2014-01-19-00,B000L6GD04,5.0,5.0
7802,2014-01-19-00,B000UJFR4A,4.0,4.0
7803,2014-01-19-00,B000ULAP4U,5.0,5.0
7804,2014-01-19-00,B00191WVF6,5.0,5.0
7805,2014-01-19-00,B00AZUAORE,5.0,5.0
7806,2014-01-19-00,B00BKXN9LS,5.0,5.0
7807,2014-01-20-00,B0002D0CEO,5.0,5.0
7808,2014-01-20-00,B0002GMGYA,5.0,5.0
7809,2014-01-20-00,B0002GZBLU,5.0,5.0
7810,2014-01-20-00,B000X31R2E,5.0,5.0
7811,2014-01-20-00,B0025V1REU,5.0,5.0
7812,2014-01-21-00,B0002D0COE,4.0,4.0
7813,2014-01-21-00,B0002E1G5C,5.0,5.0
7814,2014-01-21-00,B0002E2S36,5.0,5.0
7815,2014-01-21-00,B0002F58TG,5.0,5.0
7816,2014-01-21-00,B0002GJILE,5.0,5.0
7817,2014-01-21-00,B0002GLCRC,5.0,5.0
7818,2014-01-21-00,B0002KZIVY,2.0,2.0
7819,2014-01-21-00,B000CD3QY2,4.0,4.0
7820,2014-01-21-00,B000EELBQ4,5.0,5.0
7821,2014-01-21-00,B000OY707S,5.0,5.0
7822,2014-01-21-00,B000PO30QM,5.0,5.0
7823,2014-01-21-00,B001R2LQWQ,5.0,5.0
7824,2014-01-21-00,B003B01QL8,3.0,3.0
7825,2014-01-21-00,B003VWJ2K8,5.0,5.0
7826,2014-01-21-00,B005CERXFO,3.0,3.0
7827,2014-01-21-00,B005CX4GLE,5.0,5.0
7828,2014-01-21-00,B006Y2FUW6,5.0,5.0
7829,2014-01-22-00,B0002D0E8S,5.0,5.0
7830,2014-01-22-00,B0002D0JZ6,5.0,5.0
7831,2014-01-22-00,B0002E1O5E,5.0,5.0
7832,2014-01-22-00,B0002F4VBM,4.0,4.0
7833,2014-01-22-00,B0002GJ3ZA,5.0,5.0
7834,2014-01-22-00,B0002IHFVM,1.0,1.0
7835,2014-01-22-00,B0002MSQVQ,3.0,3.0
7836,2014-01-22-00,B001W99HE8,5.0,5.0
7837,2014-01-22-00,B0033P1O6S,5.0,5.0
7838,2014-01-22-00,B003FO6E6M,4.0,4.0
7839,2014-01-23-00,B0002D01K4,5.0,5.0
7840,2014-01-23-00,B0002E2GMY,3.0,3.0
7841,2014-01-23-00,B0002E2KPC,4.0,4.0
7842,2014-01-23-00,B0002E5266,4.0,4.0
7843,2014-01-23-00,B0002E52RU,5.0,5.0
7844,2014-01-23-00,B0002F4MKC,5.0,5.0
7845,2014-01-23-00,B0002H02IG,5.0,5.0
7846,2014-01-23-00,B0002IHGZC,5.0,5.0
7847,2014-01-23-00,B0002KZE7C,5.0,5.0
7848,2014-01-23-00,B0002KZISM,5.0,5.0
7849,2014-01-23-00,B000GUR8V8,5.0,5.0
7850,2014-01-23-00,B000KGYAYQ,5.0,5.0
7851,2014-01-23-00,B000L6GD04,5.0,5.0
7852,2014-01-23-00,B000RNB720,3.0,3.0
7853,2014-01-23-00,B000VUNEZM,3.0,3.0
7854,2014-01-23-00,B000WN4J9S,5.0,5.0
7855,2014-01-23-00,B001G3TJXO,5.0,5.0
7856,2014-01-23-00,B001GGYF4E,4.0,4.0
7857,2014-01-23-00,B0025V1REU,4.0,4.0
7858,2014-01-23-00,B002R2IUEW,4.0,4.0
7859,2014-01-23-00,B003GEBGA0,4.0,4.0
7860,2014-01-23-00,B003OUX8ZM,2.0,2.0
7861,2014-01-24-00,B000068NW5,5.0,5.0
7862,2014-01-24-00,B0002CZUUG,5.0,5.0
7863,2014-01-24-00,B0002E2G2O,4.0,4.0
7864,2014-01-24-00,B0002E2KPC,5.0,5.0
7865,2014-01-24-00,B0002KZE7C,5.0,5.0
7866,2014-01-24-00,B0002KZISM,5.0,5.0
7867,2014-01-24-00,B0002OOMW6,5.0,5.0
7868,2014-01-24-00,B0006H92QK,4.0,4.0
7869,2014-01-24-00,B000KIRT74,5.0,5.0
7870,2014-01-24-00,B000L3FPUG,5.0,5.0
7871,2014-01-24-00,B000RVYPQ2,5.0,5.0
7872,2014-01-24-00,B000RYPN38,5.0,5.0
7873,2014-01-24-00,B000SJJCX4,4.0,4.0
7874,2014-01-24-00,B000WN4J9S,5.0,5.0
7875,2014-01-24-00,B000XPRQIG,3.0,3.0
7876,2014-01-24-00,B000Y35C8S,5.0,5.0
7877,2014-01-24-00,B0016MJ1T2,5.0,5.0
7878,2014-01-24-00,B0018TIADQ,3.0,3.0
7879,2014-01-24-00,B001RMFSDE,5.0,5.0
7880,2014-01-24-00,B002EWV8IU,5.0,5.0
7881,2014-01-24-00,B005FIFM14,5.0,5.0
7882,2014-01-25-00,B0002CZTIO,2.0,2.0
7883,2014-01-25-00,B0002D01PY,1.0,1.0
7884,2014-01-25-00,B0002D0E8S,5.0,5.0
7885,2014-01-25-00,B0002GJ6FC,5.0,5.0
7886,2014-01-25-00,B0002GXV2Q,5.0,5.0
7887,2014-01-25-00,B0002GZM00,5.0,5.0
7888,2014-01-25-00,B0002PBS5Y,5.0,5.0
7889,2014-01-25-00,B0006ZXFWO,5.0,5.0
7890,2014-01-25-00,B0007SL86A,5.0,5.0
7891,2014-01-25-00,B0016MJ1T2,4.0,4.0
7892,2014-01-25-00,B0018TIADQ,5.0,5.0
7893,2014-01-25-00,B003GEBGA0,4.0,4.0
7894,2014-01-25-00,B003VYBD58,5.0,5.0
7895,2014-01-25-00,B004T6M7DE,5.0,5.0
7896,2014-01-26-00,B0002CZVZK,5.0,5.0
7897,2014-01-26-00,B0002E1H9W,5.0,5.0
7898,2014-01-26-00,B0002E2GMY,5.0,5.0
7899,2014-01-26-00,B0002E2S36,5.0,5.0
7900,2014-01-26-00,B0002H04NE,5.0,5.0
7901,2014-01-26-00,B0002KZAKS,5.0,5.0
7902,2014-01-26-00,B0002KZFYE,5.0,5.0
7903,2014-01-26-00,B000SL0NCQ,2.0,2.0
7904,2014-01-26-00,B001J1JRN0,5.0,5.0
7905,2014-01-26-00,B001PGXHX0,2.0,2.0
7906,2014-01-26-00,B001SC4I16,5.0,5.0
7907,2014-01-26-00,B003NJF1G8,5.0,5.0
7908,2014-01-26-00,B004U1QDL0,2.0,2.0
7909,2014-01-26-00,B004ZKY10Q,5.0,5.0
7910,2014-01-26-00,B005M0CK9M,4.0,4.0
7911,2014-01-26-00,B005MR6IHK,5.0,5.0
7912,2014-01-26-00,B00646MZHK,2.0,2.0
7913,2014-01-26-00,B007T8CUNG,4.0,4.0
7914,2014-01-26-00,B008GS9UNQ,5.0,5.0
7915,2014-01-26-00,B00C5B20QE,5.0,5.0
7916,2014-01-27-00,B0002D0CLC,5.0,5.0
7917,2014-01-27-00,B0002D0E8S,5.0,5.0
7918,2014-01-27-00,B0002F7K7Y,5.0,5.0
7919,2014-01-27-00,B0002GJ6FC,5.0,5.0
7920,2014-01-27-00,B0002IAJ56,4.0,4.0
7921,2014-01-27-00,B0002M6CVC,4.0,4.0
7922,2014-01-27-00,B0002PBS68,5.0,5.0
7923,2014-01-27-00,B000FZ1KF4,3.0,3.0
7924,2014-01-27-00,B000PO30QM,5.0,5.0
7925,2014-01-27-00,B0010CAEFS,5.0,5.0
7926,2014-01-27-00,B0015RIN6U,5.0,5.0
7927,2014-01-27-00,B0037MA77E,4.0,4.0
7928,2014-01-27-00,B003DVGVIS,5.0,5.0
7929,2014-01-27-00,B004TQJ174,1.0,1.0
7930,2014-01-27-00,B007BY2F7O,5.0,5.0
7931,2014-01-27-00,B007YWHIP2,4.0,4.0
7932,2014-01-28-00,B00006LVEU,5.0,5.0
7933,2014-01-28-00,B0002CZVK0,2.0,2.0
7934,2014-01-28-00,B0002E1O2M,5.0,5.0
7935,2014-01-28-00,B0002GTZR6,4.0,4.0
7936,2014-01-28-00,B0002H0N76,5.0,5.0
7937,2014-01-28-00,B0002OOMU8,5.0,5.0
7938,2014-01-28-00,B00062GRXQ,4.0,4.0
7939,2014-01-28-00,B00063678K,5.0,5.0
7940,2014-01-28-00,B000CD3QY2,4.0,4.0
7941,2014-01-28-00,B000EEK4VM,1.0,1.0
7942,2014-01-28-00,B000MVYOZY,5.0,5.0
7943,2014-01-28-00,B000RNB720,5.0,5.0
7944,2014-01-28-00,B000ZJTPLG,2.0,2.0
7945,2014-01-28-00,B0016MJ1T2,4.0,4.0
7946,2014-01-28-00,B001PGXIHK,4.0,4.0
7947,2014-01-28-00,B002GHBZ4U,5.0,5.0
7948,2014-01-28-00,B002QKRUJG,5.0,5.0
7949,2014-01-28-00,B003LZ2IT2,5.0,5.0
7950,2014-01-28-00,B004XNK7AI,5.0,5.0
7951,2014-01-28-00,B004Z8VQ2O,2.0,2.0
7952,2014-01-28-00,B007Q28BHE,5.0,5.0
7953,2014-01-29-00,B000068NSX,5.0,5.0
7954,2014-01-29-00,B0002D0CAI,5.0,5.0
7955,2014-01-29-00,B0002D0CLM,4.0,4.0
7956,2014-01-29-00,B0002D0JZ6,5.0,5.0
7957,2014-01-29-00,B0002F741Q,5.0,5.0
7958,2014-01-29-00,B0002GJ3ZA,5.0,5.0
7959,2014-01-29-00,B0002GMGYA,5.0,5.0
7960,2014-01-29-00,B0002MDTVS,4.0,4.0
7961,2014-01-29-00,B0007GGUGA,5.0,5.0
7962,2014-01-29-00,B000960KNW,5.0,5.0
7963,2014-01-29-00,B000A6ASSS,5.0,5.0
7964,2014-01-29-00,B000CZ0RLU,5.0,5.0
7965,2014-01-29-00,B000P5LVSK,5.0,5.0
7966,2014-01-29-00,B000P5OUCE,5.0,5.0
7967,2014-01-29-00,B000PR3JEM,5.0,5.0
7968,2014-01-29-00,B001PGXJGU,5.0,5.0
7969,2014-01-29-00,B002KDHBRU,5.0,5.0
7970,2014-01-29-00,B0037M62JQ,5.0,5.0
7971,2014-01-29-00,B004UJO41S,5.0,5.0
7972,2014-01-29-00,B0064RFT4A,5.0,5.0
7973,2014-01-30-00,B0002D0CEO,5.0,5.0
7974,2014-01-30-00,B0002DV7U2,5.0,5.0
7975,2014-01-30-00,B0002DV7ZM,5.0,5.0
7976,2014-01-30-00,B0002E3DGC,5.0,5.0
7977,2014-01-30-00,B0002F52EW,5.0,5.0
7978,2014-01-30-00,B0002GTZR6,5.0,5.0
7979,2014-01-30-00,B0002OOMU8,5.0,5.0
7980,2014-01-30-00,B000CCJP4I,3.0,3.0
7981,2014-01-30-00,B000KIRT38,5.0,5.0
7982,2014-01-30-00,B000VBC5CY,5.0,5.0
7983,2014-01-30-00,B0015RIN6U,5.0,5.0
7984,2014-01-30-00,B00191WVF6,5.0,5.0
7985,2014-01-30-00,B0027842S4,5.0,5.0
7986,2014-01-30-00,B003B01QL8,5.0,5.0
